GRG_ID	GeneID	Approved Symbol	Approved Name	Type	Previous Symbols	Synonyms	Gene Family Tag	Gene family description	Chromosome	Accession Numbers	Enzyme IDs	Entrez Gene ID	Pubmed IDs	RefSeq IDs	UniProt ID(supplied by UniProt)	taxonomy ID	taxonomy name
GRG_212	HGNC:8127	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	Anabolic		O-GLCNAC, HRNT1, MGC22921, FLJ23071	TTC	Tetratricopeptide (TTC) repeat domain containing	Xq13	U77413	2.4.1.255	8473	9083068	NM_003605, NM_181672	O15294	9606	Homo Sapiens (Human)
GRG_213	HGNC:8957	PIGA	phosphatidylinositol glycan anchor biosynthesis, class A	Anabolic		GPI3	GLT1, PIG	Glycosyltransferase group 1 domain containing, Phosphatidylinositol glycan anchor biosynthesis	Xp22.1	BC038236	2.4.1.198	5277	8500164	NM_002641	P37287	9606	Homo Sapiens (Human)
GRG_214	HGNC:8959	PIGB	phosphatidylinositol glycan anchor biosynthesis, class B	Anabolic			DOLPM, PIG	Dolichyl D-mannosyl phosphate dependent mannosyltransferases, Phosphatidylinositol glycan anchor biosynthesis	15q21.3	D42138		9488	8861954	NM_004855	Q92521	9606	Homo Sapiens (Human)
GRG_215	HGNC:8960	PIGC	phosphatidylinositol glycan anchor biosynthesis, class C	Anabolic			PIG	Phosphatidylinositol glycan anchor biosynthesis	1q23-q25	BC006539	2.4.1.198	5279	8806613, 9325057	NM_153747	Q92535	9606	Homo Sapiens (Human)
GRG_216	HGNC:8962	PIGF	phosphatidylinositol glycan anchor biosynthesis, class F	Anabolic			PIG	Phosphatidylinositol glycan anchor biosynthesis	2p21-p16			5281	8575782, 8463218	NM_173074	Q07326	9606	Homo Sapiens (Human)
GRG_217	HGNC:25985	PIGG	phosphatidylinositol glycan anchor biosynthesis, class G	Anabolic		FLJ20265, GPI7, LAS21	PIG	Phosphatidylinositol glycan anchor biosynthesis	4p16.3			54872	15632136	NM_017733	Q5H8A4	9606	Homo Sapiens (Human)
GRG_218	HGNC:8964	PIGH	phosphatidylinositol glycan anchor biosynthesis, class H	Anabolic		GPI-H	PIG	Phosphatidylinositol glycan anchor biosynthesis	14q24.1		2.4.1.198	5283	8204896	NM_004569	Q14442	9606	Homo Sapiens (Human)
GRG_219	HGNC:8965	PIGK	phosphatidylinositol glycan anchor biosynthesis, class K	Anabolic		hGPI8, GPI8	PIG	Phosphatidylinositol glycan anchor biosynthesis	1p31.1	AF022913		10026	9356492	NM_005482	Q92643	9606	Homo Sapiens (Human)
GRG_220	HGNC:8966	PIGL	phosphatidylinositol glycan anchor biosynthesis, class L	Anabolic			PIG	Phosphatidylinositol glycan anchor biosynthesis	17p12-p11.2	AB017165	3.5.1.89	9487	10085243		Q9Y2B2	9606	Homo Sapiens (Human)
GRG_221	HGNC:18858	PIGM	phosphatidylinositol glycan anchor biosynthesis, class M	Anabolic		GPI-MT-I	DOLPM, PIG	Dolichyl D-mannosyl phosphate dependent mannosyltransferases, Phosphatidylinositol glycan anchor biosynthesis	1q23.2	AB028127		93183	11226175	NM_145167	Q9H3S5	9606	Homo Sapiens (Human)
GRG_222	HGNC:8967	PIGN	phosphatidylinositol glycan anchor biosynthesis, class N	Anabolic		MDC4, PIG-N	PIG	Phosphatidylinositol glycan anchor biosynthesis	18q21.33	AF109219		23556	10069808, 10574991	NM_176787	O95427	9606	Homo Sapiens (Human)
GRG_223	HGNC:23215	PIGO	phosphatidylinositol glycan anchor biosynthesis, class O	Anabolic		DKFZp434M222, FLJ00135	PIG	Phosphatidylinositol glycan anchor biosynthesis	9p13.2	AB083625		84720	10781593	NM_032634	Q8TEQ8	9606	Homo Sapiens (Human)
GRG_224	HGNC:3046	PIGP	phosphatidylinositol glycan anchor biosynthesis, class P	Anabolic	DSCR5	DCRC, DSRC	PIG	Phosphatidylinositol glycan anchor biosynthesis	21q22.2	AB037162	2.4.1.198	51227	10814524, 15221505	NM_153681	P57054	9606	Homo Sapiens (Human)
GRG_225	HGNC:14135	PIGQ	phosphatidylinositol glycan anchor biosynthesis, class Q	Anabolic		hGPI1, GPI1	PIG	Phosphatidylinositol glycan anchor biosynthesis	16p13.3	AB003723		9091	9463366, 9729469	NM_004204	Q9BRB3	9606	Homo Sapiens (Human)
GRG_226	HGNC:14937	PIGS	phosphatidylinositol glycan anchor biosynthesis, class S	Anabolic			PIG	Phosphatidylinositol glycan anchor biosynthesis	17p13.2			94005		NM_033198	Q96S52	9606	Homo Sapiens (Human)
GRG_227	HGNC:14938	PIGT	phosphatidylinositol glycan anchor biosynthesis, class T	Anabolic			PIG	Phosphatidylinositol glycan anchor biosynthesis	20q12-q13.12			51604	15713669	NM_015937	Q969N2	9606	Homo Sapiens (Human)
GRG_228	HGNC:15791	PIGU	phosphatidylinositol glycan anchor biosynthesis, class U	Anabolic	CDC91L1	bA346K17.2, GAB1	PIG	Phosphatidylinositol glycan anchor biosynthesis	20q11.22	AL118520		128869	12802054, 15034568	NM_080476	Q9H490	9606	Homo Sapiens (Human)
GRG_229	HGNC:26031	PIGV	phosphatidylinositol glycan anchor biosynthesis, class V	Anabolic		FLJ20477	DOLPM, PIG	Dolichyl D-mannosyl phosphate dependent mannosyltransferases, Phosphatidylinositol glycan anchor biosynthesis	1p36.11	AK000484		55650	15623507	NM_017837	Q9NUD9	9606	Homo Sapiens (Human)
GRG_230	HGNC:23213	PIGW	phosphatidylinositol glycan anchor biosynthesis, class W	Anabolic		Gwt1, FLJ37433	PIG	Phosphatidylinositol glycan anchor biosynthesis	17q21.1	AB097818		284098	14517336, 12714589	NM_178517	Q7Z7B1	9606	Homo Sapiens (Human)
GRG_231	HGNC:26046	PIGX	phosphatidylinositol glycan anchor biosynthesis, class X	Anabolic		FLJ20522	PIG	Phosphatidylinositol glycan anchor biosynthesis	3q29	AK000529		54965	15635094	NM_017861	Q8TBF5	9606	Homo Sapiens (Human)
GRG_232	HGNC:28213	PIGY	phosphatidylinositol glycan anchor biosynthesis, class Y	Anabolic		MGC14156	PIG	Phosphatidylinositol glycan anchor biosynthesis	4q22.1	AB206972		84992	16162815	NM_032906	Q3MUY2	9606	Homo Sapiens (Human)
GRG_233	HGNC:30596	PIGZ	phosphatidylinositol glycan anchor biosynthesis, class Z	Anabolic		FLJ12768, MGC52163, SMP3	DOLPM, PIG	Dolichyl D-mannosyl phosphate dependent mannosyltransferases, Phosphatidylinositol glycan anchor biosynthesis	3q29	BC018804		80235	15208306	NM_025163	Q86VD9	9606	Homo Sapiens (Human)
GRG_234	HGNC:14988	POFUT1	protein O-fucosyltransferase 1	Anabolic		O-FUT, O-Fuc-T, KIAA0180, FUT12	FUT	Fucosyltransferases	20q11	AF375884	2.4.1.221	23509	9023546, 9525914	NM_015352	Q9H488	9606	Homo Sapiens (Human)
GRG_235	HGNC:14683	POFUT2	protein O-fucosyltransferase 2	Anabolic	C21orf80	KIAA0958, FUT13	FUT	Fucosyltransferases	21q22.3	AJ203079	2.4.1.221	23275		NM_015227	Q9Y2G5	9606	Homo Sapiens (Human)
GRG_236	HGNC:19139	POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	Anabolic	MEB	FLJ20277, MGAT1.2, LGMD2O	MGAT	Mannosyl-glycoprotein beta N-acetylglucosaminyltransferases	1p34.1		2.4.1.-	55624	11742540, 12788071	NM_017739	Q8WZA1	9606	Homo Sapiens (Human)
GRG_237	HGNC:9202	POMT1	protein-O-mannosyltransferase 1	Anabolic		LGMD2K	DOLPM	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	9q34.1	AF095136	2.4.1.109	10585	10366449	NM_007171	Q9Y6A1	9606	Homo Sapiens (Human)
GRG_238	HGNC:19743	POMT2	protein-O-mannosyltransferase 2	Anabolic		LGMD2N	DOLPM	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	14q24	AF105020	2.4.1.109	29954	11162531, 12460945	NM_013382	Q9UKY4	9606	Homo Sapiens (Human)
GRG_239	HGNC:9974	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	Anabolic			B3GT	Beta 3-glycosyltransferases	17q25.3	BC069034	2.4.1.222	5986	9187150	NM_002917	Q9Y644	9606	Homo Sapiens (Human)
GRG_240	HGNC:30220	RFT1	RFT1 homolog (S. cerevisiae)	Anabolic		CDG1N			3p21.1	AJ318099		91869	12477932	NM_052859	Q96AA3	9606	Homo Sapiens (Human)
GRG_241	HGNC:10381	RPN1	ribophorin I	Anabolic		OST1			3q21.3			6184		NM_002950	P04843	9606	Homo Sapiens (Human)
GRG_242	HGNC:10382	RPN2	ribophorin II	Anabolic		SWP1, RPNII, RIBIIR, RPN-II			20q12-q13.1	Y00282		6185		NM_002951	P04844	9606	Homo Sapiens (Human)
GRG_243	HGNC:10862	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	Anabolic	SIAT4A	ST3O, SIATFL, ST3GalA.1	ST3G	Sialyltransferases	8q24.22	L29555	2.4.99.4	6482	10504389, 7655169	NM_003033	Q11201	9606	Homo Sapiens (Human)
GRG_244	HGNC:10863	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	Anabolic	SIAT4B	ST3GALII, ST3GalA.2	ST3G	Sialyltransferases	16q22.3	U63090	2.4.99.4	6483	9266697, 8920913	NM_006927	Q16842	9606	Homo Sapiens (Human)
GRG_245	HGNC:10866	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	Anabolic	SIAT6, MRT12		ST3G	Sialyltransferases	1p34.1	L23768	2.4.99.6	6487	8333853, 21907012	NM_174963	Q11203	9606	Homo Sapiens (Human)
GRG_246	HGNC:10864	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	Anabolic	CGS23, SIAT4, NANTA3, SIAT4C	STZ, SAT3, FLJ11867	ST3G	Sialyltransferases	11q23-q24	X74570	2.4.99.4	6484	8557707, 8288606	NM_006278	Q11206	9606	Homo Sapiens (Human)
GRG_247	HGNC:10872	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	Anabolic	SIAT9	ST3GalV, SIATGM3S	ST3G	Sialyltransferases	2p11.2	AB018356	2.4.99.9	8869	9822625	NM_003896	Q9UNP4	9606	Homo Sapiens (Human)
GRG_248	HGNC:18080	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	Anabolic	SIAT10	ST3GALVI	ST3G	Sialyltransferases	3q12.2	AF119391		10402	10206952	NM_006100	Q9Y274	9606	Homo Sapiens (Human)
GRG_249	HGNC:10860	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	Anabolic	SIAT1				3q27-q28	X62822	2.4.99.1	6480	2408023	NM_173216	P15907	9606	Homo Sapiens (Human)
GRG_250	HGNC:10861	ST6GAL2	ST6 beta-galactosamide alpha-2,6-sialyltranferase 2	Anabolic	SIAT2	KIAA1877, St6gal2, St6GalII			2q11-q12	AB059555	2.4.99.2	84620		NM_032528	Q96JF0	9606	Homo Sapiens (Human)
GRG_251	HGNC:23614	ST6GALNAC1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	Anabolic	SIAT7A	ST6GalNAcI	ST3G	Sialyltransferases	17q25.3	Y11339		55808		NM_018414	Q9NSC7	9606	Homo Sapiens (Human)
GRG_252	HGNC:10867	ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Anabolic	SIAT7, SIAT7B, SIATL1	ST6GalNAII, STHM	ST3G	Sialyltransferases	17q25.1	U14550	2.4.99.7	10610	11984005	NM_006456	Q9UJ37	9606	Homo Sapiens (Human)
GRG_253	HGNC:19343	ST6GALNAC3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	Anabolic	SIAT7C		ST3G	Sialyltransferases	1p31.1			256435		NM_152996	Q8NDV1	9606	Homo Sapiens (Human)
GRG_254	HGNC:17846	ST6GALNAC4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	Anabolic	SIAT7D	ST6GALNACIV, SIAT3C	ST3G	Sialyltransferases	9q34	AB035172	2.4.99.7	27090	10207017, 11062056	NM_175040	Q9H4F1	9606	Homo Sapiens (Human)
GRG_255	HGNC:19342	ST6GALNAC5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	Anabolic	SIAT7E	MGC3184, ST6GalNAcV	ST3G	Sialyltransferases	1p31.1			81849	10521438, 10601645	NM_030965	Q9BVH7	9606	Homo Sapiens (Human)
GRG_256	HGNC:23364	ST6GALNAC6	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	Anabolic	SIAT7F	ST6GALNACVI	ST3G	Sialyltransferases	9q34.13	BC006564		30815	12668675	NM_013443	Q969X2	9606	Homo Sapiens (Human)
GRG_257	HGNC:10869	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	Anabolic	SIAT8, SIAT8A		ST3G	Sialyltransferases	12p12.1-p11.2	L32867	2.4.99.8	6489	7901202	NM_003034	Q92185	9606	Homo Sapiens (Human)
GRG_258	HGNC:10870	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	Anabolic	SIAT8B	STX, ST8SIA-II, HsT19690	ST3G	Sialyltransferases	15q26	U33551		8128	7559389	NM_006011	Q92186	9606	Homo Sapiens (Human)
GRG_259	HGNC:14269	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	Anabolic	SIAT8C		ST3G	Sialyltransferases	18q21.31	AF004668		51046		NM_015879	O43173	9606	Homo Sapiens (Human)
GRG_260	HGNC:10871	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	Anabolic	SIAT8D	PST, PST1	ST3G	Sialyltransferases	5q21	L41680		7903	7624364	NM_005668	Q92187	9606	Homo Sapiens (Human)
GRG_261	HGNC:17827	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	Anabolic	SIAT8E		ST3G	Sialyltransferases	18q12.3	U91641		29906	9199191	NM_013305	O15466	9606	Homo Sapiens (Human)
GRG_262	HGNC:23317	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	Anabolic	SIAT8F		ST3G	Sialyltransferases	10p13			338596	11980897	NM_001004470	P61647	9606	Homo Sapiens (Human)
GRG_263	HGNC:6172	STT3A	STT3A, subunit of the oligosaccharyltransferase complex (catalytic)	Anabolic	ITM1	TMC, MGC9042, STT3-A			11q23.3	BC020965	2.4.99.18	3703	8941377, 8634329, 10234787	NM_152713	P46977	9606	Homo Sapiens (Human)
GRG_264	HGNC:30611	STT3B	STT3B, subunit of the oligosaccharyltransferase complex (catalytic)	Anabolic		SIMP, FLJ90106, STT3-B			3p24.1	AK027789	2.4.99.18	201595	12887896, 12439619	NM_178862	Q8TCJ2	9606	Homo Sapiens (Human)
GRG_265	HGNC:12524	UGCG	UDP-glucose ceramide glucosyltransferase	Anabolic		GCS	GLT2	Glycosyltransferase family 2 domain containing	9q31	D50840	2.4.1.80	7357	8643456, 9605861	NM_003358	Q16739	9606	Homo Sapiens (Human)
GRG_266	HGNC:15663	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	Anabolic	UGCGL1	HUGT1			2q14.3	AF227905		56886	10694380	NM_020120	Q9NYU2	9606	Homo Sapiens (Human)
GRG_267	HGNC:15664	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	Anabolic	UGCGL2	FLJ11485, HUGT2, FLJ10873, MGC150689, MGC87276, MGC117360			13q32.1	AF227906		55757	10694380	NM_020121	Q9NYU1	9606	Homo Sapiens (Human)
GRG_268	HGNC:26625	UGT3A1	UDP glycosyltransferase 3 family, polypeptide A1	Anabolic		FLJ34658	UGT	UDP glucuronosyltransferases	5p13.2			133688		NM_152404	Q6NUS8	9606	Homo Sapiens (Human)
GRG_269	HGNC:27266	UGT3A2	UDP glycosyltransferase 3 family, polypeptide A2	Anabolic			UGT	UDP glucuronosyltransferases	5p13.2			167127	12975309	NM_174914	Q3SY77	9606	Homo Sapiens (Human)
GRG_270	HGNC:12555	UGT8	UDP glycosyltransferase 8	Anabolic	CGT		UGT	UDP glucuronosyltransferases	4q26	AK127970	2.4.1.45	7368	8661025	NM_003360	Q16880	9606	Homo Sapiens (Human)
GRG_271	HGNC:17223	UST	uronyl-2-sulfotransferase	Anabolic		2OST	SULTM	Sulfotransferases, membrane-bound	6q25.1	AB020316		10090	10187838	NM_005715	Q9Y2C2	9606	Homo Sapiens (Human)
GRG_272	HGNC:16347	WBSCR17	Williams-Beuren syndrome chromosome region 17	Anabolic		GALNTL3, GalNAc-T5L	GLT2	Glycosyltransferase family 2 domain containing	7q11.23	AF410457		64409	12073013, 15744064, 22787146	NM_022479	Q6IS24	9606	Homo Sapiens (Human)
GRG_273	HGNC:15516	XYLT1	xylosyltransferase I	Anabolic		XT-I, PXYLT1	GCNT	Glucosaminyl (N-acetyl) transferase and xylosyltransferase family	16p12	AJ277441	2.4.2.26	64131	11099377	NM_022166	Q86Y38	9606	Homo Sapiens (Human)
GRG_274	HGNC:15517	XYLT2	xylosyltransferase II	Anabolic		XT-II, PXYLT2			17q21.33	AJ277442	2.4.2.26	64132	11099377	NM_022167	Q9H1B5	9606	Homo Sapiens (Human)
GRG_275	HGNC:742	ASGR1	asialoglycoprotein receptor 1	Glycan-binding		CLEC4H1	CLEC	C-type lectin domain containing	17p13-p11			432		NM_001671	P07306	9606	Homo Sapiens (Human)
GRG_276	HGNC:743	ASGR2	asialoglycoprotein receptor 2	Glycan-binding		CLEC4H2	CLEC	C-type lectin domain containing	17p	M11025		433	3863106	NM_080914	P07307	9606	Homo Sapiens (Human)
GRG_277	HGNC:885	ATRN	attractin	Glycan-binding		DPPT-L, MGCA			20p13	AF034957		8455	9736737, 8596018	NM_139321	O75882	9606	Homo Sapiens (Human)
GRG_278	HGNC:29063	ATRNL1	attractin-like 1	Glycan-binding		KIAA0534, FLJ45344, ALP			10q26	AB011106		26033	9628581	XM_049349	Q5VV63	9606	Homo Sapiens (Human)
GRG_279	HGNC:1455	CALR	calreticulin	Glycan-binding		RO, SSA, cC1qR, CRT, FLJ26680			19p13.3-p13.2	M84739		811	2365822	NM_004343	P27797	9606	Homo Sapiens (Human)
GRG_280	HGNC:20407	CALR3	calreticulin 3	Glycan-binding		CRT2, FLJ25355, MGC26577, CT93			19p13.11	AK058084		125972	12384296	NM_145046	Q96L12	9606	Homo Sapiens (Human)
GRG_281	HGNC:1473	CANX	calnexin	Glycan-binding		CNX, IP90, P90			5q35	L18887		821	1326756, 8136357	NM_001024649	P27824	9606	Homo Sapiens (Human)
GRG_282	HGNC:17935	CD207	CD207 molecule, langerin	Glycan-binding		Langerin, CLEC4K	CLEC, CD	C-type lectin domain containing, CD molecules	2p13	AJ242859		50489	10661407, 9847074	NM_015717	Q9UJ71	9606	Homo Sapiens (Human)
GRG_283	HGNC:1641	CD209	CD209 molecule	Glycan-binding		DC-SIGN, CDSIGN, DC-SIGN1, CLEC4L	CLEC, CD	C-type lectin domain containing, CD molecules	19p13	M98457		30835	1518869	NM_021155	Q9NNX6	9606	Homo Sapiens (Human)
GRG_284	HGNC:27596	SIGLEC15	sialic acid binding Ig-like lectin 15	Glycan-binding	CD33L3	HsT1361	SIGLEC, VSET, IGD	Sialic acid binding Ig-like lectins, Immunoglobulin superfamily / V-set domain containing, Immunoglobulin superfamily / Immunoglobulin-like domain containing	18q21.1	AK095432		284266	17483134	NM_213602	Q6ZMC9	9606	Homo Sapiens (Human)
GRG_285	HGNC:1694	CD69	CD69 molecule	Glycan-binding		CLEC2C	CLEC, CD	C-type lectin domain containing, CD molecules	12p13	Z22576		969	1612643		Q07108	9606	Homo Sapiens (Human)
GRG_286	HGNC:1696	CD72	CD72 molecule	Glycan-binding		LYB2, CD72b	CD	CD molecules	9p			971	2044654, 1711157	NM_001782	P21854	9606	Homo Sapiens (Human)
GRG_287	HGNC:17807	CHODL	chondrolectin	Glycan-binding	C21orf68	FLJ12627, PRED12, MT75			21q11.2	AF257472		140578	12079284	NM_024944	Q9H9P2	9606	Homo Sapiens (Human)
GRG_288	HGNC:16916	CLEC10A	C-type lectin domain family 10, member A	Glycan-binding	CLECSF13, CLECSF14	HML2, HML, CD301	CLEC, CD	C-type lectin domain containing, CD molecules	17p13.2	D50532		10462	8598452	NM_006344	Q8IUN9	9606	Homo Sapiens (Human)
GRG_289	HGNC:10576	CLEC11A	C-type lectin domain family 11, member A	Glycan-binding	SCGF	P47, LSLCL, CLECSF3	CLEC	C-type lectin domain containing	19q13.3	AF087658		6320	9207134, 9442024	NM_002975	Q9Y240	9606	Homo Sapiens (Human)
GRG_290	HGNC:31713	CLEC12A	C-type lectin domain family 12, member A	Glycan-binding		CLL-1, MICL	CLEC	C-type lectin domain containing	12p13.31	AY498550		160364		NM_138337	Q5QGZ9	9606	Homo Sapiens (Human)
GRG_291	HGNC:31966	CLEC12B	C-type lectin domain family 12, member B	Glycan-binding			CLEC	C-type lectin domain containing	12p13.2	AK128243		387837	17562706	NM_205852	Q2HXU8	9606	Homo Sapiens (Human)
GRG_292	HGNC:19832	CLEC14A	C-type lectin domain family 14, member A	Glycan-binding	C14orf27		CLEC	C-type lectin domain containing	14q21.1			161198		NM_175060	Q86T13	9606	Homo Sapiens (Human)
GRG_293	HGNC:24355	CLEC1A	C-type lectin domain family 1, member A	Glycan-binding		CLEC1, MGC34328	CLEC	C-type lectin domain containing	12p13.31	AY358587		51267	10671229, 11745369	NM_016511	Q8NC01	9606	Homo Sapiens (Human)
GRG_294	HGNC:24356	CLEC1B	C-type lectin domain family 1, member B	Glycan-binding		CLEC2	CLEC	C-type lectin domain containing	12p13.31	AF124841		51266	10671229, 11745369	NM_016509	Q9P126	9606	Homo Sapiens (Human)
GRG_295	HGNC:24191	CLEC2A	C-type lectin domain family 2, member A	Glycan-binding		UNQ5792, INPE5792, KACL, PILAR	CLEC	C-type lectin domain containing	12p13.31	AY359126		387836	12975309	NM_207375	Q6UVW9	9606	Homo Sapiens (Human)
GRG_296	HGNC:2053	CLEC2B	C-type lectin domain family 2, member B	Glycan-binding	CLECSF2	AICL, HP10085	CLEC	C-type lectin domain containing	12p13-p12	X96719		9976	9038101	NM_005127	Q92478	9606	Homo Sapiens (Human)
GRG_297	HGNC:14351	CLEC2D	C-type lectin domain family 2, member D	Glycan-binding		LLT1, CLAX, OCIL	CLEC	C-type lectin domain containing	12p13.31	AF133299		29121		NM_013269	Q9UHP7	9606	Homo Sapiens (Human)
GRG_298	HGNC:21969	CLEC2L	C-type lectin domain family 2, member L	Glycan-binding		FLJ32986	CLEC	C-type lectin domain containing	7q34	AK057548		154790		NM_001080511	P0C7M8	9606	Homo Sapiens (Human)
GRG_299	HGNC:2052	CLEC3A	C-type lectin domain family 3, member A	Glycan-binding	CLECSF1		CLEC	C-type lectin domain containing	16q23	AF077345		10143	10524194	NM_005752	O75596	9606	Homo Sapiens (Human)
GRG_300	HGNC:11891	CLEC3B	C-type lectin domain family 3, member B	Glycan-binding	TNA	TN	CLEC	C-type lectin domain containing	3p22-p21.3			7123		NM_003278	P05452	9606	Homo Sapiens (Human)
GRG_301	HGNC:13257	CLEC4A	C-type lectin domain family 4, member A	Glycan-binding	CLECSF6	DCIR, DDB27	CLEC	C-type lectin domain containing	12p13	AJ133532		50856	10438934	NM_194450	Q9UMR7	9606	Homo Sapiens (Human)
GRG_302	HGNC:13258	CLEC4C	C-type lectin domain family 4, member C	Glycan-binding	CLECSF11, CLECSF7	HECL, DLEC, BDCA2, CD303	CLEC, CD	C-type lectin domain containing, CD molecules	12p13.2-p12.3	AF325460		170482	11031109, 11536172	NM_203503	Q8WTT0	9606	Homo Sapiens (Human)
GRG_303	HGNC:14554	CLEC4D	C-type lectin domain family 4, member D	Glycan-binding	CLECSF8	Mpcl	CLEC	C-type lectin domain containing	12p13.31	AF411850		338339		NM_080387	Q8WXI8	9606	Homo Sapiens (Human)
GRG_304	HGNC:14555	CLEC4E	C-type lectin domain family 4, member E	Glycan-binding	CLECSF9	mincle	CLEC	C-type lectin domain containing	12p13.31	AB024718		26253	10528209	NM_014358	Q9ULY5	9606	Homo Sapiens (Human)
GRG_305	HGNC:25357	CLEC4F	C-type lectin domain family 4, member F	Glycan-binding	CLECSF13	FLJ39110, KCLR	CLEC	C-type lectin domain containing	2p13.3	AK096429		165530	8889548, 1846367	NM_173535	Q8N1N0	9606	Homo Sapiens (Human)
GRG_306	HGNC:24591	CLEC4G	C-type lectin domain family 4, member G	Glycan-binding		UNQ431, LSECtin	CLEC	C-type lectin domain containing	19p13.2	AY358431		339390	12975309	NM_198492	Q6UXB4	9606	Homo Sapiens (Human)
GRG_307	HGNC:13523	CLEC4M	C-type lectin domain family 4, member M	Glycan-binding	CD209L, CD299	HP10347, DC-SIGNR, LSIGN, DCSIGNR, DC-SIGN2	CLEC, CD	C-type lectin domain containing, CD molecules	19p13	AB015629		10332	10072769	NM_014257	Q9H2X3	9606	Homo Sapiens (Human)
GRG_308	HGNC:2054	CLEC5A	C-type lectin domain family 5, member A	Glycan-binding	CLECSF5	MDL-1	CLEC	C-type lectin domain containing	7q34			23601	10449773	NM_013252	Q9NY25	9606	Homo Sapiens (Human)
GRG_309	HGNC:14556	CLEC6A	C-type lectin domain family 6, member A	Glycan-binding	CLECSF10	dectin-2	CLEC	C-type lectin domain containing	12p13	AY321309		93978		NM_001007033	Q6EIG7	9606	Homo Sapiens (Human)
GRG_310	HGNC:14558	CLEC7A	C-type lectin domain family 7, member A	Glycan-binding	CLECSF12	dectin-1, hDectin-1	CLEC	C-type lectin domain containing	12p13.2-p12.3	AY009090		64581		NM_197954	Q9BXN2	9606	Homo Sapiens (Human)
GRG_311	HGNC:26705	CLEC9A	C-type lectin domain family 9, member A	Glycan-binding		UNQ9341, HEEE9341	CLEC	C-type lectin domain containing	12p13.31			283420		NM_207345	Q6UXN8	9606	Homo Sapiens (Human)
GRG_312	HGNC:2060	CLGN	calmegin	Glycan-binding					4q28.3-q31.1	D86322		1047		NM_004362	O14967	9606	Homo Sapiens (Human)
GRG_313	HGNC:2220	COLEC10	collectin sub-family member 10 (C-type lectin)	Glycan-binding		CL-L1	COLEC	Collectins	8q23-q24.1	AB002631		10584	10224141		Q9Y6Z7	9606	Homo Sapiens (Human)
GRG_314	HGNC:17213	COLEC11	collectin sub-family member 11	Glycan-binding		MGC3279, CL-K1	COLEC	Collectins	2p25.3	BC000078		78989		NM_024027	Q9BWP8	9606	Homo Sapiens (Human)
GRG_315	HGNC:16016	COLEC12	collectin sub-family member 12	Glycan-binding		SRCL, CL-P1, SCARA4	COLEC	Collectins	18p11.32	AB038518		81035	11162630		Q5KU26	9606	Homo Sapiens (Human)
GRG_316	HGNC:24462	CLECL1	C-type lectin-like 1	Glycan-binding		DCAL1			12p13.31	AF518873		160365	12421943	NM_172004	Q8IZS7	9606	Homo Sapiens (Human)
GRG_317	HGNC:24847	FBXO44	F-box protein 44	Glycan-binding		FBX30, FBG3, MGC14140, Fbxo6a, Fbx44	FBXO	F-boxes / other	1p36.21	AY040878		93611	12383498	NM_183412	Q9H4M3	9606	Homo Sapiens (Human)
